trial,coherence,rt,response,correct,v,a
393,0.25,1.5759999999999703,1,True,1.5,1.5
394,0.25,1.695999999999957,1,True,1.5,1.5
395,0.25,1.1060000000000005,1,True,1.5,1.5
396,0.25,0.8300000000000003,1,True,1.5,1.5
397,0.25,0.6350000000000002,0,False,1.5,1.5
398,0.25,0.4240000000000001,1,True,1.5,1.5
399,0.25,0.5240000000000001,1,True,1.5,1.5
400,0.25,0.45200000000000007,1,True,1.5,1.5
401,0.25,0.5670000000000002,0,False,1.5,1.5
402,0.25,0.6230000000000002,1,True,1.5,1.5
403,0.25,0.7740000000000004,1,True,1.5,1.5
404,0.25,0.45100000000000007,1,True,1.5,1.5
405,0.25,0.4200000000000001,1,True,1.5,1.5
406,0.25,0.5120000000000001,1,True,1.5,1.5
407,0.25,0.5120000000000001,1,True,1.5,1.5
408,0.25,0.5070000000000001,1,True,1.5,1.5
409,0.25,0.6020000000000002,0,False,1.5,1.5
410,0.25,0.9030000000000005,1,True,1.5,1.5
411,0.25,0.6000000000000002,1,True,1.5,1.5
412,0.25,0.8390000000000004,0,False,1.5,1.5
413,0.25,0.8330000000000004,1,True,1.5,1.5
414,0.25,0.4140000000000001,1,True,1.5,1.5
415,0.25,0.43900000000000006,1,True,1.5,1.5
416,0.25,0.5100000000000001,1,True,1.5,1.5
417,0.25,0.8180000000000003,1,True,1.5,1.5
418,0.25,0.4690000000000001,1,True,1.5,1.5
419,0.25,2.3649999999998834,1,True,1.5,1.5
420,0.25,0.43100000000000005,1,True,1.5,1.5
421,0.25,0.5570000000000002,0,False,1.5,1.5
422,0.25,0.4840000000000001,1,True,1.5,1.5
423,0.25,1.0770000000000006,1,True,1.5,1.5
424,0.25,0.5730000000000002,0,False,1.5,1.5
425,0.25,0.44100000000000006,1,True,1.5,1.5
426,0.25,0.43400000000000005,1,True,1.5,1.5
427,0.25,0.4030000000000001,1,True,1.5,1.5
428,0.25,0.4920000000000001,1,True,1.5,1.5
429,0.25,0.3990000000000001,1,True,1.5,1.5
